חודש חישוב,סמל מוטב,שם מוטב,סמל מוסד,שם מוסד,סטטוס,אחוז רמת שרות,ותק מוסד,אחוז גמול השתלמות,סוג כיתה,חודש תחולה,מקבילה/כיתה,מסלול,מגמה,מחיר לתלמיד,(1) מספר תלמידים,(2) שעות לתלמיד,(3) עלות שעה שבועית,(4) עלות מרכיב קבוע,(5) עלות חומרים,סכום מחושב,סכום מחושב קודם,הפרש מחושב,גמול בגרות,עוז לתמורה אחוז מלא,עוז לתמורה אחוז חלקי,עוז לתמורה אחוז ללא,קוד עוז לתמורה,שעות גיל
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1010,1,1140,1358.382,2,2.04,539.55,257.7,0,2701.27,2701.27,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1010,1,1220,1272.054,5,1.88,539.55,257.7,0,6324,6324,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1010,9,3310,0,0,1.49,539.55,239.49,0,0,0,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1010,1,2420,1272.054,3,1.88,539.55,257.7,0,3794.4,3794.4,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1010,1,3110,1272.054,3,1.88,539.55,257.7,0,3794.4,5059.2,-1264.8,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1010,1,3310,1358.382,6,2.04,539.55,257.7,0,8103.82,6753.19,1350.63,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1010,9,3110,1043.4195,1,1.49,539.55,239.49,0,1037.47,0,1037.47,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1010,1,0099,1043.4195,2,1.49,539.55,239.49,0,2074.95,2074.95,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1010,1,1410,1358.382,11,2.04,539.55,257.7,0,14857.01,13506.37,1350.64,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1101,1,0099,1043.4195,12,1.49,539.55,239.49,0,12449.67,12449.67,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1101,1,3510,1272.054,1,1.88,539.55,257.7,0,1264.8,1264.8,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1101,1,9999,1043.4195,1,1.49,539.55,239.49,0,1037.47,1037.47,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1101,7,0099,3124.863,1,4.46,539.55,718.47,0,3107.05,3107.05,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1102,7,0099,3124.863,1,4.46,539.55,718.47,0,3107.05,3107.05,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1102,1,0099,1043.4195,16,1.49,539.55,239.49,0,16599.56,16599.56,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1102,1,9999,1043.4195,2,1.49,539.55,239.49,0,2074.95,2074.95,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ט,12/2025,1103,1,0099,2038.2895,2,3.09,539.55,371.08,0,4053.34,4053.34,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ט,12/2025,1103,1,3510,2038.2895,17,3.09,539.55,371.08,0,34453.42,34453.42,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1103,7,3510,3124.863,3,4.46,539.55,718.47,0,9321.14,9321.14,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ט,12/2025,1103,1,9999,2038.2895,1,3.09,539.55,371.08,0,2026.67,2026.67,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ע,12/2025,1104,1,9999,1769.272,2,2.64,539.55,344.86,0,3518.37,3518.37,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ע,12/2025,1104,1,0099,1769.272,18,2.64,539.55,344.86,0,31665.33,31665.33,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1104,7,0099,3124.863,1,4.46,539.55,718.47,0,3107.05,3107.05,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1105,1,1220,1272.054,8,1.88,539.55,257.7,0,10118.39,10118.39,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1105,1,1140,1358.382,5,2.04,539.55,257.7,0,6753.19,6753.19,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1105,1,0099,1043.4195,11,1.49,539.55,239.49,0,11412.2,11412.2,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1105,1,1410,1358.382,2,2.04,539.55,257.7,0,2701.27,2701.27,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1105,1,3310,1358.382,8,2.04,539.55,257.7,0,10805.1,10805.1,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1105,1,3110,1272.054,3,1.88,539.55,257.7,0,3794.4,3794.4,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1106,1,0099,1043.4195,15,1.49,539.55,239.49,0,15562.09,15562.09,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1106,1,1220,1272.054,4,1.88,539.55,257.7,0,5059.2,5059.2,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1106,1,1410,1358.382,2,2.04,539.55,257.7,0,2701.27,2701.27,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1106,1,3110,1272.054,7,1.88,539.55,257.7,0,8853.6,8853.6,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1106,1,3310,1358.382,4,2.04,539.55,257.7,0,5402.55,5402.55,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1106,1,9999,1043.4195,1,1.49,539.55,239.49,0,1037.47,1037.47,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1107,1,0099,1043.4195,13,1.49,539.55,239.49,0,13487.14,13487.14,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1107,1,1140,1358.382,1,2.04,539.55,257.7,0,1350.64,1350.64,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1107,1,1220,1272.054,8,1.88,539.55,257.7,0,10118.39,10118.39,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1107,1,3110,1272.054,2,1.88,539.55,257.7,0,2529.6,2529.6,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1107,1,1410,1358.382,2,2.04,539.55,257.7,0,2701.27,2701.27,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1107,1,3310,1358.382,10,2.04,539.55,257.7,0,13506.37,13506.37,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1108,1,1140,1358.382,3,2.04,539.55,257.7,0,4051.91,4051.91,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1108,1,0099,1043.4195,8,1.49,539.55,239.49,0,8299.78,8299.78,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1108,1,1220,1272.054,7,1.88,539.55,257.7,0,8853.6,8853.6,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1108,1,9999,1043.4195,1,1.49,539.55,239.49,0,1037.47,1037.47,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1108,1,3310,1358.382,11,2.04,539.55,257.7,0,14857.01,14857.01,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1108,1,3110,1272.054,6,1.88,539.55,257.7,0,7588.8,7588.8,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1108,1,1410,1358.382,1,2.04,539.55,257.7,0,1350.64,1350.64,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1109,1,0099,1043.4195,18,1.49,539.55,239.49,0,18674.51,18674.51,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1109,1,1220,1272.054,9,1.88,539.55,257.7,0,11383.19,11383.19,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1109,1,3110,1272.054,4,1.88,539.55,257.7,0,5059.2,5059.2,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1109,1,3310,1358.382,3,2.04,539.55,257.7,0,4051.91,4051.91,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1109,1,9999,1043.4195,1,1.49,539.55,239.49,0,1037.47,1037.47,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1201,1,0099,1043.4195,13,1.49,539.55,239.49,0,13487.14,13487.14,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1201,7,0099,3124.863,1,4.46,539.55,718.47,0,3107.05,3107.05,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1201,1,9999,1043.4195,1,1.49,539.55,239.49,0,1037.47,1037.47,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ע,12/2025,1202,1,0099,1769.272,20,2.64,539.55,344.86,0,35183.7,35183.7,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ע,12/2025,1202,1,9999,1769.272,1,2.64,539.55,344.86,0,1759.19,1759.19,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ט,12/2025,1203,1,3510,2038.2895,19,3.09,539.55,371.08,0,38506.76,38506.76,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1203,7,3510,3124.863,1,4.46,539.55,718.47,0,3107.05,3107.05,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1204,1,0099,1043.4195,28,1.49,539.55,239.49,0,29049.23,29049.23,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1205,1,3310,1358.382,12,2.04,539.55,257.7,0,16207.65,16207.65,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1205,1,3110,1272.054,3,1.88,539.55,257.7,0,3794.4,3794.4,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1205,1,1410,1358.382,5,2.04,539.55,257.7,0,6753.19,6753.19,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1205,1,1220,1272.054,5,1.88,539.55,257.7,0,6324,6324,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1205,1,1140,1358.382,9,2.04,539.55,257.7,0,12155.74,12155.74,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1205,1,0099,1043.4195,4,1.49,539.55,239.49,0,4149.89,4149.89,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1206,1,1220,1272.054,9,1.88,539.55,257.7,0,11383.19,11383.19,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1206,1,1410,1358.382,3,2.04,539.55,257.7,0,4051.91,4051.91,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1206,1,3110,1272.054,1,1.88,539.55,257.7,0,1264.8,1264.8,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1206,1,3310,1358.382,11,2.04,539.55,257.7,0,14857.01,14857.01,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1206,1,1140,1358.382,1,2.04,539.55,257.7,0,1350.64,1350.64,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1206,1,3510,1272.054,2,1.88,539.55,257.7,0,2529.6,2529.6,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1206,1,0099,1043.4195,11,1.49,539.55,239.49,0,11412.2,11412.2,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1207,1,3110,1272.054,8,1.88,539.55,257.7,0,10118.39,10118.39,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1207,1,3310,1358.382,7,2.04,539.55,257.7,0,9454.46,9454.46,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1207,1,0099,1043.4195,16,1.49,539.55,239.49,0,16599.56,16599.56,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1207,1,1220,1272.054,3,1.88,539.55,257.7,0,3794.4,3794.4,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1207,1,1410,1358.382,1,2.04,539.55,257.7,0,1350.64,1350.64,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1208,1,0099,1043.4195,5,1.49,539.55,239.49,0,5187.36,5187.36,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1208,1,1140,1358.382,1,2.04,539.55,257.7,0,1350.64,1350.64,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1208,1,3310,1358.382,5,2.04,539.55,257.7,0,6753.19,6753.19,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1208,1,1410,1358.382,9,2.04,539.55,257.7,0,12155.74,12155.74,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1208,1,3110,1272.054,4,1.88,539.55,257.7,0,5059.2,5059.2,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1208,1,1220,1272.054,13,1.88,539.55,257.7,0,16442.39,16442.39,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1001,1,0099,1065.5223,18,1.49,552.27,242.64,0,19070.04,19070.04,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1001,1,3110,1299.0676,4,1.88,552.27,260.8,0,5166.66,1291.67,3874.99,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1002,1,0099,1065.5223,9,1.49,552.27,242.64,0,9535.02,15891.7,-6356.68,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1002,7,0099,3191.0442,2,4.46,552.27,727.92,0,6345.7,6345.7,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ט,01/2026,1003,1,3510,2082.0643,12,3.09,552.27,375.55,0,24842.31,24842.31,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1003,7,3510,3191.0442,4,4.46,552.27,727.92,0,12691.4,12691.4,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ט,01/2026,1003,1,0099,2082.0643,5,3.09,552.27,375.55,0,10350.96,10350.96,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1004,7,0099,3191.0442,1,4.46,552.27,727.92,0,3172.85,3172.85,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ע,01/2026,1004,1,0099,1807.3928,22,2.64,552.27,349.4,0,39535.93,39535.93,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ע,01/2026,1004,1,9999,1807.3928,2,2.64,552.27,349.4,0,3594.18,3594.18,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1005,1,3310,1387.4308,6,2.04,552.27,260.8,0,8277.13,8277.13,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1005,1,3110,1299.0676,8,1.88,552.27,260.8,0,10333.32,10333.32,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1005,1,2420,1299.0676,3,1.88,552.27,260.8,0,3875,3875,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1005,1,1410,1387.4308,2,2.04,552.27,260.8,0,2759.04,2759.04,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1005,1,1220,1299.0676,7,1.88,552.27,260.8,0,9041.66,9041.66,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1005,1,1140,1387.4308,1,2.04,552.27,260.8,0,1379.52,1379.52,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1005,1,0099,1065.5223,7,1.49,552.27,242.64,0,7416.13,6356.68,1059.45,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1005,7,1410,3191.0442,1,4.46,552.27,727.92,0,3172.85,3172.85,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1006,1,0099,1065.5223,4,1.49,552.27,242.64,0,4237.79,4237.79,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1006,1,1140,1387.4308,2,2.04,552.27,260.8,0,2759.04,2759.04,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1006,7,3110,3191.0442,1,4.46,552.27,727.92,0,3172.85,3172.85,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1006,7,2420,3191.0442,1,4.46,552.27,727.92,0,3172.85,3172.85,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1006,7,0099,0,0,4.46,552.27,727.92,0,0,0,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1006,1,3310,1387.4308,6,2.04,552.27,260.8,0,8277.13,8277.13,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1006,1,3110,1299.0676,4,1.88,552.27,260.8,0,5166.66,5166.66,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1006,1,2420,1299.0676,9,1.88,552.27,260.8,0,11624.99,11624.99,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1006,1,1220,1299.0676,7,1.88,552.27,260.8,0,9041.66,9041.66,0,1,97.35,0,2.65,01,1.06
3/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,01/2026,1006,1,1410,1387.4308,1,2.04,552.27,260.8,0,1379.52,1379.52,0,1,97.35,0,2.65,01,1.06
