חודש חישוב,סמל מוטב,שם מוטב,סמל מוסד,שם מוסד,סטטוס,אחוז רמת שרות,ותק מוסד,אחוז גמול השתלמות,סוג כיתה,חודש תחולה,מקבילה/כיתה,מסלול,מגמה,מחיר לתלמיד,(1) מספר תלמידים,(2) שעות לתלמיד,(3) עלות שעה שבועית,(4) עלות מרכיב קבוע,(5) עלות חומרים,סכום מחושב,סכום מחושב קודם,הפרש מחושב,גמול בגרות,עוז לתמורה אחוז מלא,עוז לתמורה אחוז חלקי,עוז לתמורה אחוז ללא,קוד עוז לתמורה,שעות גיל
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ע,11/2025,1104,1,9999,1769.272,2,2.64,539.55,344.86,0,3518.37,3520.06,-1.69,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ע,11/2025,1104,1,0099,1769.272,18,2.64,539.55,344.86,0,31665.33,31680.55,-15.22,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1104,7,0099,3124.863,1,4.46,539.55,718.47,0,3107.05,3108.47,-1.42,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1105,1,1410,1358.382,2,2.04,539.55,257.7,0,2701.27,2702.57,-1.3,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1105,1,3110,1272.054,3,1.88,539.55,257.7,0,3794.4,3796.22,-1.82,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1105,1,1220,1272.054,8,1.88,539.55,257.7,0,10118.39,10123.25,-4.86,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1105,1,3310,1358.382,8,2.04,539.55,257.7,0,10805.1,10810.27,-5.17,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1105,1,0099,1043.4195,11,1.49,539.55,239.49,0,11412.2,11417.45,-5.25,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1105,1,1140,1358.382,5,2.04,539.55,257.7,0,6753.19,6756.42,-3.23,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1106,1,0099,1043.4195,15,1.49,539.55,239.49,0,15562.09,15569.25,-7.16,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1106,1,1220,1272.054,4,1.88,539.55,257.7,0,5059.2,5061.62,-2.42,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1106,1,9999,1043.4195,1,1.49,539.55,239.49,0,1037.47,1037.95,-0.48,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1106,1,3310,1358.382,4,2.04,539.55,257.7,0,5402.55,5405.13,-2.58,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1106,1,3110,1272.054,7,1.88,539.55,257.7,0,8853.6,8857.84,-4.24,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1106,1,1410,1358.382,2,2.04,539.55,257.7,0,2701.27,2702.57,-1.3,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1107,1,1140,1358.382,1,2.04,539.55,257.7,0,1350.64,1351.28,-0.64,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1107,1,0099,1043.4195,13,1.49,539.55,239.49,0,13487.14,13493.35,-6.21,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1107,1,1220,1272.054,8,1.88,539.55,257.7,0,10118.39,10123.25,-4.86,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1107,1,1410,1358.382,2,2.04,539.55,257.7,0,2701.27,2702.57,-1.3,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1107,1,3110,1272.054,2,1.88,539.55,257.7,0,2529.6,2530.81,-1.21,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1107,1,3310,1358.382,10,2.04,539.55,257.7,0,13506.37,13512.84,-6.47,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1108,1,1140,1358.382,3,2.04,539.55,257.7,0,4051.91,4053.85,-1.94,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1108,1,0099,1043.4195,8,1.49,539.55,239.49,0,8299.78,8303.6,-3.82,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1108,1,1220,1272.054,7,1.88,539.55,257.7,0,8853.6,8857.84,-4.24,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1108,1,9999,1043.4195,1,1.49,539.55,239.49,0,1037.47,1037.95,-0.48,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1108,1,3310,1358.382,11,2.04,539.55,257.7,0,14857.01,14864.12,-7.11,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1108,1,3110,1272.054,6,1.88,539.55,257.7,0,7588.8,7592.44,-3.64,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1108,1,1410,1358.382,1,2.04,539.55,257.7,0,1350.64,1351.28,-0.64,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1109,1,0099,1043.4195,18,1.49,539.55,239.49,0,18674.51,18683.1,-8.59,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1109,1,1220,1272.054,9,1.88,539.55,257.7,0,11383.19,11388.65,-5.46,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1109,1,3110,1272.054,4,1.88,539.55,257.7,0,5059.2,5061.62,-2.42,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1109,1,3310,1358.382,3,2.04,539.55,257.7,0,4051.91,4053.85,-1.94,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1109,1,9999,1043.4195,1,1.49,539.55,239.49,0,1037.47,1037.95,-0.48,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1201,1,0099,1043.4195,13,1.49,539.55,239.49,0,13487.14,13493.35,-6.21,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1201,1,9999,1043.4195,1,1.49,539.55,239.49,0,1037.47,1037.95,-0.48,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1201,7,0099,3124.863,1,4.46,539.55,718.47,0,3107.05,3108.47,-1.42,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ע,11/2025,1202,1,0099,1769.272,20,2.64,539.55,344.86,0,35183.7,35200.61,-16.91,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ע,11/2025,1202,1,9999,1769.272,1,2.64,539.55,344.86,0,1759.19,1760.03,-0.84,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ט,11/2025,1203,1,3510,2038.2895,19,3.09,539.55,371.08,0,38506.76,38525.47,-18.71,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1203,7,3510,3124.863,1,4.46,539.55,718.47,0,3107.05,3108.47,-1.42,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1204,1,0099,1043.4195,28,1.49,539.55,239.49,0,29049.23,29062.59,-13.36,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1205,1,0099,1043.4195,4,1.49,539.55,239.49,0,4149.89,2075.9,2073.99,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1205,1,1140,1358.382,9,2.04,539.55,257.7,0,12155.74,12161.55,-5.81,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1205,1,1220,1272.054,5,1.88,539.55,257.7,0,6324,6327.03,-3.03,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1205,1,1410,1358.382,5,2.04,539.55,257.7,0,6753.19,9458.98,-2705.79,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1205,1,3110,1272.054,3,1.88,539.55,257.7,0,3794.4,3796.22,-1.82,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1205,1,3310,1358.382,12,2.04,539.55,257.7,0,16207.65,16215.4,-7.75,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1206,1,0099,1043.4195,11,1.49,539.55,239.49,0,11412.2,11417.45,-5.25,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1206,1,1140,1358.382,1,2.04,539.55,257.7,0,1350.64,1351.28,-0.64,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1206,1,1220,1272.054,9,1.88,539.55,257.7,0,11383.19,11388.65,-5.46,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1206,1,1410,1358.382,3,2.04,539.55,257.7,0,4051.91,4053.85,-1.94,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1206,1,3110,1272.054,1,1.88,539.55,257.7,0,1264.8,1265.41,-0.61,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1206,1,3310,1358.382,11,2.04,539.55,257.7,0,14857.01,14864.12,-7.11,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1206,1,3510,1272.054,2,1.88,539.55,257.7,0,2529.6,2530.81,-1.21,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1207,1,0099,1043.4195,16,1.49,539.55,239.49,0,16599.56,16607.2,-7.64,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1207,1,1220,1272.054,3,1.88,539.55,257.7,0,3794.4,3796.22,-1.82,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1207,1,3310,1358.382,7,2.04,539.55,257.7,0,9454.46,9458.98,-4.52,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1207,1,3110,1272.054,8,1.88,539.55,257.7,0,10118.39,10123.25,-4.86,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1207,1,1410,1358.382,1,2.04,539.55,257.7,0,1350.64,1351.28,-0.64,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1208,1,0099,1043.4195,5,1.49,539.55,239.49,0,5187.36,4151.8,1035.56,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1208,1,1140,1358.382,1,2.04,539.55,257.7,0,1350.64,1351.28,-0.64,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1208,1,3110,1272.054,4,1.88,539.55,257.7,0,5059.2,5061.62,-2.42,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1208,1,1410,1358.382,9,2.04,539.55,257.7,0,12155.74,13512.84,-1357.1,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1208,1,1220,1272.054,13,1.88,539.55,257.7,0,16442.39,16450.28,-7.89,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,11/2025,1208,1,3310,1358.382,5,2.04,539.55,257.7,0,6753.19,6756.42,-3.23,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1001,1,0099,1043.4195,18,1.49,539.55,239.49,0,18674.51,18683.1,-8.59,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1001,1,3110,1272.054,1,1.88,539.55,257.7,0,1264.8,0,1264.8,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1002,1,0099,1043.4195,15,1.49,539.55,239.49,0,15562.09,15569.25,-7.16,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1002,7,0099,3124.863,2,4.46,539.55,718.47,0,6214.1,6216.94,-2.84,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ט,12/2025,1003,1,0099,2038.2895,5,3.09,539.55,371.08,0,10133.36,10138.28,-4.92,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ט,12/2025,1003,1,3510,2038.2895,12,3.09,539.55,371.08,0,24320.06,24331.87,-11.81,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1003,7,3510,3124.863,4,4.46,539.55,718.47,0,12428.19,12433.88,-5.69,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1004,7,0099,3124.863,1,4.46,539.55,718.47,0,3107.05,3108.47,-1.42,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ע,12/2025,1004,1,0099,1769.272,22,2.64,539.55,344.86,0,38702.07,38720.67,-18.6,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,ע,12/2025,1004,1,9999,1769.272,2,2.64,539.55,344.86,0,3518.37,3520.06,-1.69,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1005,1,2420,1272.054,3,1.88,539.55,257.7,0,3794.4,3796.22,-1.82,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1005,7,1410,3124.863,1,4.46,539.55,718.47,0,3107.05,3108.47,-1.42,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1005,1,3110,1272.054,8,1.88,539.55,257.7,0,10118.39,11388.65,-1270.26,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1005,1,1410,1358.382,2,2.04,539.55,257.7,0,2701.27,2702.57,-1.3,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1005,1,3310,1358.382,6,2.04,539.55,257.7,0,8103.82,9458.98,-1355.16,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1005,1,0099,1043.4195,6,1.49,539.55,239.49,0,6224.84,3113.85,3110.99,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1005,1,1140,1358.382,1,2.04,539.55,257.7,0,1350.64,1351.28,-0.64,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1005,1,1220,1272.054,7,1.88,539.55,257.7,0,8853.6,8857.84,-4.24,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1006,7,2420,3124.863,1,4.46,539.55,718.47,0,3107.05,3108.47,-1.42,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1006,7,3110,3124.863,1,4.46,539.55,718.47,0,3107.05,0,3107.05,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1006,1,3310,1358.382,6,2.04,539.55,257.7,0,8103.82,8107.7,-3.88,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1006,7,0099,0,0,4.46,539.55,718.47,0,0,3108.47,-3108.47,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1006,1,3110,1272.054,4,1.88,539.55,257.7,0,5059.2,5061.62,-2.42,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1006,1,2420,1272.054,9,1.88,539.55,257.7,0,11383.19,11388.65,-5.46,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1006,1,1410,1358.382,1,2.04,539.55,257.7,0,1350.64,1351.28,-0.64,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1006,1,1220,1272.054,7,1.88,539.55,257.7,0,8853.6,8857.84,-4.24,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1006,1,1140,1358.382,2,2.04,539.55,257.7,0,2701.27,2702.57,-1.3,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1006,1,0099,1043.4195,4,1.49,539.55,239.49,0,4149.89,4151.8,-1.91,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1007,1,3310,1358.382,8,2.04,539.55,257.7,0,10805.1,13512.84,-2707.74,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1007,1,1220,1272.054,7,1.88,539.55,257.7,0,8853.6,8857.84,-4.24,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1007,1,1140,1358.382,8,2.04,539.55,257.7,0,10805.1,10810.27,-5.17,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1007,1,0099,1043.4195,6,1.49,539.55,239.49,0,6224.84,4151.8,2073.04,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1007,1,3110,1272.054,2,1.88,539.55,257.7,0,2529.6,2530.81,-1.21,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1007,1,2420,1272.054,4,1.88,539.55,257.7,0,5059.2,5061.62,-2.42,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1007,1,1410,1358.382,3,2.04,539.55,257.7,0,4051.91,4053.85,-1.94,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1008,1,0099,1043.4195,10,1.49,539.55,239.49,0,10374.73,8303.6,2071.13,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1008,1,1140,1358.382,3,2.04,539.55,257.7,0,4051.91,4053.85,-1.94,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1008,1,1220,1272.054,4,1.88,539.55,257.7,0,5059.2,5061.62,-2.42,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1008,1,1410,1358.382,3,2.04,539.55,257.7,0,4051.91,4053.85,-1.94,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1008,1,2420,1272.054,2,1.88,539.55,257.7,0,2529.6,2530.81,-1.21,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1008,1,3110,1272.054,5,1.88,539.55,257.7,0,6324,8857.84,-2533.84,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1008,1,3310,1358.382,9,2.04,539.55,257.7,0,12155.74,12161.55,-5.81,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,א,12/2025,1009,7,0099,8817.984,6,13.68,539.55,1436.94,0,52606.31,78948.65,-26342.34,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1010,9,3310,0,0,1.49,539.55,239.49,0,0,1037.95,-1037.95,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1010,9,3110,0,0,1.49,539.55,239.49,0,0,2075.9,-2075.9,1,97.35,0,2.65,01,1.06
2/2026,10406544,עירית כפר קרע,378018,תיכון עש אחמד ע.יחיא,פעיל,99.43,20,19.83,,12/2025,1010,1,3310,1358.382,5,2.04,539.55,257.7,0,6753.19,5405.13,1348.06,1,97.35,0,2.65,01,1.06
